,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,color,color_text,source,price_std
1228,9.4,0.26,0.53,1.2,0.047,25.0,109.0,0.9921,3.23,0.28,12.5,6.0,0,white,Portugal,
1229,8.3,0.33,0.42,1.15,0.033,18.0,96.0,0.9911,3.2,0.32,12.4,3.0,0,white,Portugal,
1230,7.3,0.29,0.3,13.0,0.043,46.0,238.0,0.9986,3.06,0.41,8.7,6.0,0,white,Portugal,
1231,7.9,0.41,0.37,4.5,0.03,40.0,114.0,0.992,3.17,0.54,12.4,7.0,0,white,Portugal,
1232,7.9,0.44,0.37,5.85,0.033,27.0,93.0,0.992,3.16,0.54,12.6,7.0,0,white,Portugal,
1233,7.7,0.39,0.3,5.2,0.037,29.0,131.0,0.9943,3.38,0.44,11.0,6.0,0,white,Portugal,
1234,7.7,0.26,0.31,1.3,0.043,47.0,155.0,0.9937,3.42,0.5,10.1,6.0,0,white,Portugal,
1235,7.8,0.32,0.31,1.7,0.036,46.0,195.0,0.993,3.03,0.48,10.5,5.0,0,white,Portugal,
1236,6.8,0.32,0.37,3.4,0.023,19.0,87.0,0.9902,3.14,0.53,12.7,6.0,0,white,Portugal,
1237,7.3,0.24,0.39,3.6,0.024,35.0,116.0,0.9928,3.17,0.51,10.9,5.0,0,white,Portugal,
1238,7.1,0.44,0.37,2.7,0.041,35.0,128.0,0.9896,3.07,0.43,13.5,7.0,0,white,Portugal,
1239,10.3,0.25,0.48,2.2,0.042,28.0,164.0,0.998,3.19,0.59,9.7,5.0,0,white,Portugal,
1240,7.9,0.14,0.28,1.8,0.041,44.0,178.0,0.9954,3.45,0.43,9.2,6.0,0,white,Portugal,
1241,7.4,0.18,0.42,2.1,0.036,33.0,187.0,0.9938,3.4,0.41,10.6,7.0,0,white,Portugal,
1242,8.1,0.43,0.42,6.6,0.033,36.0,141.0,0.9918,2.98,0.39,13.3,7.0,0,white,Portugal,
1243,7.1,0.44,0.37,2.7,0.041,35.0,128.0,0.9896,3.07,0.43,13.5,7.0,0,white,Portugal,
1244,6.4,0.26,0.22,5.1,0.037,23.0,131.0,0.9944,3.29,0.32,10.1,5.0,0,white,Portugal,
1245,8.0,0.66,0.72,17.55,0.042,62.0,233.0,0.9999,2.92,0.68,9.4,4.0,0,white,Portugal,
1246,8.0,0.2,0.4,5.2,0.055,41.0,167.0,0.9953,3.18,0.4,10.6,7.0,0,white,Portugal,
1247,7.2,0.21,0.34,1.1,0.046,25.0,80.0,0.992,3.25,0.4,11.3,6.0,0,white,Portugal,
1248,7.2,0.18,0.31,1.1,0.045,20.0,73.0,0.9925,3.32,0.4,10.8,7.0,0,white,Portugal,
1249,8.4,0.57,0.44,10.7,0.051,46.0,195.0,0.9981,3.15,0.51,10.4,5.0,0,white,Portugal,
1250,5.3,0.26,0.23,5.15,0.034,48.0,160.0,0.9952,3.82,0.51,10.5,7.0,0,white,Portugal,
1251,5.7,0.245,0.33,1.1,0.049,28.0,150.0,0.9927,3.13,0.42,9.3,5.0,0,white,Portugal,
1252,5.6,0.245,0.32,1.1,0.047,24.0,152.0,0.9927,3.12,0.42,9.3,6.0,0,white,Portugal,
1253,7.3,0.25,0.41,1.8,0.037,52.0,165.0,0.9911,3.29,0.39,12.2,7.0,0,white,Portugal,
1254,7.0,0.16,0.73,1.0,0.138,58.0,150.0,0.9936,3.08,0.3,9.2,5.0,0,white,Portugal,
1255,6.4,0.22,0.34,1.8,0.057,29.0,104.0,0.9959,3.81,0.57,10.3,6.0,0,white,Portugal,
1256,7.3,0.18,0.65,1.4,0.046,28.0,157.0,0.9946,3.33,0.62,9.4,6.0,0,white,Portugal,
1257,6.4,0.17,0.27,6.7,0.036,88.0,223.0,0.9948,3.28,0.35,10.2,6.0,0,white,Portugal,
1258,6.9,0.29,0.16,6.8,0.034,65.0,212.0,0.9955,3.08,0.39,9.0,6.0,0,white,Portugal,
1259,6.2,0.21,0.38,6.8,0.036,64.0,245.0,0.9951,3.06,0.36,9.3,6.0,0,white,Portugal,
1260,6.4,0.23,0.3,7.1,0.037,63.0,236.0,0.9952,3.06,0.34,9.2,6.0,0,white,Portugal,
1261,7.3,0.19,0.68,1.5,0.05,31.0,156.0,0.9946,3.32,0.64,9.4,6.0,0,white,Portugal,
1262,7.3,0.18,0.65,1.4,0.046,28.0,157.0,0.9946,3.33,0.62,9.4,6.0,0,white,Portugal,
1263,9.6,0.29,0.46,1.45,0.039,77.5,223.0,0.9944,2.92,0.46,9.5,6.0,0,white,Portugal,
1264,7.2,0.14,0.35,1.2,0.036,15.0,73.0,0.9938,3.46,0.39,9.9,5.0,0,white,Portugal,
1265,6.9,0.31,0.34,7.4,0.059,36.0,174.0,0.9963,3.46,0.62,11.1,7.0,0,white,Portugal,
1266,7.5,0.28,0.34,4.2,0.028,36.0,116.0,0.991,2.99,0.41,12.3,8.0,0,white,Portugal,
1267,8.0,0.22,0.42,14.6,0.044,45.0,163.0,1.0003,3.21,0.69,8.6,7.0,0,white,Portugal,
1268,7.6,0.31,0.29,10.5,0.04,21.0,145.0,0.9966,3.04,0.35,9.4,5.0,0,white,Portugal,
1269,8.4,0.35,0.56,13.8,0.048,55.0,190.0,0.9993,3.07,0.58,9.4,6.0,0,white,Portugal,
1270,8.0,0.22,0.42,14.6,0.044,45.0,163.0,1.0003,3.21,0.69,8.6,7.0,0,white,Portugal,
1271,8.1,0.5,0.47,1.1,0.037,23.0,126.0,0.9938,3.21,0.42,10.9,5.0,0,white,Portugal,
1272,7.0,0.39,0.31,5.3,0.169,32.0,162.0,0.9965,3.2,0.48,9.4,5.0,0,white,Portugal,
1273,8.1,0.5,0.47,1.1,0.037,23.0,126.0,0.9938,3.21,0.42,10.9,5.0,0,white,Portugal,
1274,8.4,0.35,0.56,13.8,0.048,55.0,190.0,0.9993,3.07,0.58,9.4,6.0,0,white,Portugal,
1275,6.2,0.22,0.27,1.5,0.064,20.0,132.0,0.9938,3.22,0.46,9.2,6.0,0,white,Portugal,
1276,8.0,0.22,0.42,14.6,0.044,45.0,163.0,1.0003,3.21,0.69,8.6,7.0,0,white,Portugal,
1277,7.6,0.31,0.29,10.5,0.04,21.0,145.0,0.9966,3.04,0.35,9.4,5.0,0,white,Portugal,
1278,7.0,0.24,0.36,4.9,0.083,10.0,133.0,0.9942,3.33,0.37,10.8,6.0,0,white,Portugal,
1279,6.6,0.27,0.3,1.9,0.025,14.0,153.0,0.9928,3.29,0.62,10.5,6.0,0,white,Portugal,
1280,7.8,0.16,0.41,1.7,0.026,29.0,140.0,0.991,3.02,0.78,12.5,6.0,0,white,Portugal,
1281,7.7,0.27,0.34,1.8,0.028,26.0,168.0,0.9911,2.99,0.48,12.1,7.0,0,white,Portugal,
1282,7.4,0.31,0.74,10.7,0.039,51.0,147.0,0.9977,3.02,0.43,8.7,5.0,0,white,Portugal,
1283,8.0,0.45,0.36,8.8,0.026,50.0,151.0,0.9927,3.07,0.25,12.7,8.0,0,white,Portugal,
1284,7.7,0.27,0.34,1.8,0.028,26.0,168.0,0.9911,2.99,0.48,12.1,7.0,0,white,Portugal,
1285,7.8,0.16,0.41,1.7,0.026,29.0,140.0,0.991,3.02,0.78,12.5,6.0,0,white,Portugal,
1286,6.6,0.16,0.29,1.8,0.05,40.0,147.0,0.9912,3.06,0.44,11.4,7.0,0,white,Portugal,
1287,8.3,0.21,0.4,1.6,0.032,35.0,110.0,0.9907,3.02,0.6,12.9,7.0,0,white,Portugal,
1288,7.2,0.32,0.33,1.4,0.029,29.0,109.0,0.9902,3.15,0.51,12.8,7.0,0,white,Portugal,
1289,6.6,0.16,0.3,1.6,0.034,15.0,78.0,0.992,3.38,0.44,11.2,6.0,0,white,Portugal,
1290,8.4,0.16,0.33,1.5,0.033,16.0,98.0,0.994,3.14,0.42,9.7,6.0,0,white,Portugal,
1291,7.5,0.23,0.32,9.2,0.038,54.0,191.0,0.9966,3.04,0.56,9.7,6.0,0,white,Portugal,
1292,6.2,0.17,0.3,1.1,0.037,14.0,79.0,0.993,3.5,0.54,10.3,6.0,0,white,Portugal,
1293,6.9,0.39,0.22,4.3,0.03,10.0,102.0,0.993,3.0,0.87,11.6,4.0,0,white,Portugal,
1294,6.9,0.41,0.22,4.2,0.031,10.0,102.0,0.993,3.0,0.86,11.6,4.0,0,white,Portugal,
1295,7.5,0.23,0.32,9.2,0.038,54.0,191.0,0.9966,3.04,0.56,9.7,6.0,0,white,Portugal,
1296,7.5,0.38,0.33,5.0,0.045,30.0,131.0,0.9942,3.32,0.44,10.9,6.0,0,white,Portugal,
1297,7.3,0.42,0.38,6.8,0.045,29.0,122.0,0.9925,3.19,0.37,12.6,7.0,0,white,Portugal,
1298,7.3,0.34,0.39,5.2,0.04,45.0,163.0,0.9925,3.3,0.47,12.4,6.0,0,white,Portugal,
1299,7.8,0.23,0.28,4.75,0.042,45.0,166.0,0.9928,2.96,0.4,11.5,5.0,0,white,Portugal,
1300,9.0,0.245,0.38,5.9,0.045,52.0,159.0,0.995,2.93,0.35,10.2,6.0,0,white,Portugal,
1301,6.9,0.2,0.4,7.7,0.032,51.0,176.0,0.9939,3.22,0.27,11.4,5.0,0,white,Portugal,
1302,7.4,0.19,0.42,6.4,0.067,39.0,212.0,0.9958,3.3,0.33,9.6,6.0,0,white,Portugal,
1303,8.2,0.2,0.36,8.1,0.035,60.0,163.0,0.9952,3.05,0.3,10.3,6.0,0,white,Portugal,
1304,8.0,0.59,0.71,17.35,0.038,61.0,228.0,1.0,2.95,0.75,9.3,5.0,0,white,Portugal,
1305,7.9,0.14,0.45,1.8,0.05,17.0,114.0,0.9948,3.33,0.49,10.7,7.0,0,white,Portugal,
1306,6.8,0.24,0.4,1.8,0.047,34.0,105.0,0.99,3.13,0.49,12.8,8.0,0,white,Portugal,
1307,9.7,0.14,0.59,1.5,0.049,23.0,142.0,0.9958,2.98,0.62,9.5,5.0,0,white,Portugal,
1308,9.2,0.15,0.68,1.6,0.046,22.0,130.0,0.9948,3.02,0.45,10.4,6.0,0,white,Portugal,
1309,9.4,0.17,0.55,1.6,0.049,14.0,94.0,0.9949,3.02,0.61,10.3,6.0,0,white,Portugal,
1310,5.2,0.365,0.08,13.5,0.041,37.0,142.0,0.997,3.46,0.39,9.9,6.0,0,white,Portugal,
1311,6.3,0.23,0.22,3.75,0.039,37.0,116.0,0.9927,3.23,0.5,10.7,6.0,0,white,Portugal,
1312,9.6,0.25,0.54,1.3,0.04,16.0,160.0,0.9938,2.94,0.43,10.5,5.0,0,white,Portugal,
1313,9.2,0.32,0.42,1.3,0.046,14.0,186.0,0.9949,3.08,0.48,9.6,5.0,0,white,Portugal,
1314,6.4,0.31,0.4,6.2,0.04,46.0,169.0,0.9953,3.15,0.46,9.3,6.0,0,white,Portugal,
1315,8.1,0.2,0.36,9.7,0.044,63.0,162.0,0.997,3.1,0.46,10.0,6.0,0,white,Portugal,
1316,7.9,0.255,0.26,2.0,0.026,40.0,190.0,0.9932,3.04,0.39,11.2,6.0,0,white,Portugal,
1317,7.0,0.15,0.34,1.4,0.039,21.0,177.0,0.9927,3.32,0.62,10.8,5.0,0,white,Portugal,
1318,6.4,0.15,0.31,1.1,0.044,25.0,96.0,0.9932,3.54,0.51,10.3,6.0,0,white,Portugal,
1319,6.4,0.25,0.53,6.6,0.038,59.0,234.0,0.9955,3.03,0.42,8.8,5.0,0,white,Portugal,
1320,7.6,0.19,0.42,1.5,0.044,6.0,114.0,0.9914,3.04,0.74,12.8,6.0,0,white,Portugal,
1321,7.3,0.43,0.37,4.6,0.028,17.0,114.0,0.991,3.23,0.43,13.2,6.0,0,white,Portugal,
1322,5.1,0.31,0.3,0.9,0.037,28.0,152.0,0.992,3.54,0.56,10.1,6.0,0,white,Portugal,
1323,6.2,0.2,0.26,1.7,0.093,40.0,161.0,0.9924,3.44,0.66,11.0,5.0,0,white,Portugal,
1324,6.9,0.16,0.35,1.3,0.043,21.0,182.0,0.9927,3.25,0.62,10.8,6.0,0,white,Portugal,
1325,7.7,0.32,0.48,2.3,0.04,28.0,114.0,0.9911,3.2,0.52,12.8,7.0,0,white,Portugal,
1326,6.5,0.22,0.72,6.8,0.042,33.0,168.0,0.9958,3.12,0.36,9.2,6.0,0,white,Portugal,
1327,6.8,0.26,0.33,1.5,0.047,44.0,167.0,0.9928,3.12,0.44,10.5,6.0,0,white,Portugal,
1328,5.2,0.37,0.33,1.2,0.028,13.0,81.0,0.9902,3.37,0.38,11.7,6.0,0,white,Portugal,
1329,8.4,0.19,0.43,2.1,0.052,20.0,104.0,0.994,2.85,0.46,9.5,5.0,0,white,Portugal,
1330,8.3,0.21,0.41,2.2,0.05,24.0,108.0,0.994,2.85,0.45,9.5,5.0,0,white,Portugal,
1331,6.8,0.15,0.32,8.8,0.058,24.0,110.0,0.9972,3.4,0.4,8.8,6.0,0,white,Portugal,
1332,7.9,0.16,0.64,17.0,0.05,69.0,210.0,1.0004,3.15,0.51,9.3,7.0,0,white,Portugal,
1333,7.8,0.21,0.39,1.8,0.034,62.0,180.0,0.991,3.09,0.75,12.6,8.0,0,white,Portugal,
1334,9.0,0.24,0.5,1.2,0.048,26.0,107.0,0.9918,3.21,0.34,12.4,6.0,0,white,Portugal,
1335,5.7,0.21,0.24,2.3,0.047,60.0,189.0,0.995,3.65,0.72,10.1,6.0,0,white,Portugal,
1336,7.8,0.29,0.36,7.0,0.042,38.0,161.0,0.9941,3.26,0.37,11.2,8.0,0,white,Portugal,
1337,6.7,0.18,0.3,6.4,0.048,40.0,251.0,0.9956,3.29,0.52,10.0,5.0,0,white,Portugal,
1338,6.7,0.18,0.3,6.4,0.048,40.0,251.0,0.9956,3.29,0.52,10.0,5.0,0,white,Portugal,
1339,8.4,0.58,0.27,12.15,0.033,37.0,116.0,0.9959,2.99,0.39,10.8,6.0,0,white,Portugal,
1340,7.2,0.16,0.32,0.8,0.04,50.0,121.0,0.9922,3.27,0.33,10.0,6.0,0,white,Portugal,
1341,7.6,0.54,0.23,2.0,0.029,13.0,151.0,0.9931,3.04,0.33,10.4,5.0,0,white,Portugal,
1342,8.4,0.58,0.27,12.15,0.033,37.0,116.0,0.9959,2.99,0.39,10.8,6.0,0,white,Portugal,
1343,6.6,0.25,0.31,12.4,0.059,52.0,181.0,0.9984,3.51,0.47,9.8,6.0,0,white,Portugal,
1344,7.3,0.23,0.37,1.9,0.041,51.0,165.0,0.9908,3.26,0.4,12.2,8.0,0,white,Portugal,
1345,7.3,0.39,0.37,1.1,0.043,36.0,113.0,0.991,3.39,0.48,12.7,8.0,0,white,Portugal,
1346,7.0,0.46,0.39,6.2,0.039,46.0,163.0,0.9928,3.21,0.35,12.2,7.0,0,white,Portugal,
1347,8.2,0.35,0.4,6.3,0.039,35.0,162.0,0.9936,3.15,0.34,11.9,7.0,0,white,Portugal,
1348,7.8,0.29,0.36,7.0,0.042,38.0,161.0,0.9941,3.26,0.37,11.2,8.0,0,white,Portugal,
1349,9.2,0.35,0.39,0.9,0.042,15.0,61.0,0.9924,2.96,0.28,10.4,4.0,0,white,Portugal,
1350,8.0,0.57,0.39,3.9,0.034,22.0,122.0,0.9917,3.29,0.67,12.8,7.0,0,white,Portugal,
1351,6.5,0.37,0.33,3.9,0.027,40.0,130.0,0.9906,3.28,0.39,12.7,7.0,0,white,Portugal,
1352,5.7,0.21,0.24,2.3,0.047,60.0,189.0,0.995,3.65,0.72,10.1,6.0,0,white,Portugal,
1353,6.7,0.18,0.3,6.4,0.048,40.0,251.0,0.9956,3.29,0.52,10.0,5.0,0,white,Portugal,
1354,7.8,0.13,0.3,1.8,0.04,43.0,179.0,0.9955,3.43,0.41,9.0,5.0,0,white,Portugal,
1355,7.6,0.19,0.41,1.1,0.04,38.0,143.0,0.9907,2.92,0.42,11.4,5.0,0,white,Portugal,
1356,7.3,0.22,0.41,15.4,0.05,55.0,191.0,1.0,3.32,0.59,8.9,6.0,0,white,Portugal,
1357,6.3,0.29,0.4,6.5,0.039,43.0,167.0,0.9953,3.15,0.44,9.3,6.0,0,white,Portugal,
1358,6.8,0.35,0.32,2.4,0.048,35.0,103.0,0.9911,3.28,0.46,12.0,8.0,0,white,Portugal,
1359,6.5,0.19,0.32,1.4,0.04,31.0,132.0,0.9922,3.36,0.54,10.8,7.0,0,white,Portugal,
1360,6.2,0.12,0.26,5.7,0.044,56.0,158.0,0.9951,3.52,0.37,10.5,6.0,0,white,Portugal,
1361,6.0,0.13,0.28,5.7,0.038,56.0,189.5,0.9948,3.59,0.43,10.6,7.0,0,white,Portugal,
1362,6.4,0.25,0.33,1.4,0.04,42.0,115.0,0.9906,3.19,0.48,11.3,7.0,0,white,Portugal,
1363,6.9,0.32,0.16,1.4,0.051,15.0,96.0,0.994,3.22,0.38,9.5,4.0,0,white,Portugal,
1364,7.6,0.19,0.41,1.1,0.04,38.0,143.0,0.9907,2.92,0.42,11.4,5.0,0,white,Portugal,
1365,6.7,0.13,0.28,1.2,0.046,35.0,140.0,0.9927,3.33,0.33,10.1,7.0,0,white,Portugal,
1366,7.0,0.14,0.41,0.9,0.037,22.0,95.0,0.9914,3.25,0.43,10.9,6.0,0,white,Portugal,
1367,7.6,0.27,0.24,3.8,0.058,19.0,115.0,0.9958,3.15,0.45,8.9,5.0,0,white,Portugal,
1368,7.3,0.22,0.41,15.4,0.05,55.0,191.0,1.0,3.32,0.59,8.9,6.0,0,white,Portugal,
1369,7.4,0.64,0.47,14.15,0.168,42.0,185.0,0.9984,2.9,0.49,9.3,5.0,0,white,Portugal,
1370,7.6,0.28,0.39,1.9,0.052,23.0,116.0,0.9941,3.25,0.4,10.4,6.0,0,white,Portugal,
1371,8.3,0.26,0.41,9.2,0.042,41.0,162.0,0.9944,3.1,0.38,12.0,7.0,0,white,Portugal,
1372,10.7,0.22,0.56,8.2,0.044,37.0,181.0,0.998,2.87,0.68,9.5,6.0,0,white,Portugal,
1373,10.7,0.22,0.56,8.2,0.044,37.0,181.0,0.998,2.87,0.68,9.5,6.0,0,white,Portugal,
1374,6.9,0.23,0.34,2.7,0.032,24.0,121.0,0.9902,3.14,0.38,12.4,7.0,0,white,Portugal,
1375,6.2,0.3,0.32,1.7,0.032,30.0,130.0,0.9911,3.28,0.41,11.2,7.0,0,white,Portugal,
1376,6.9,0.27,0.41,1.7,0.047,6.0,134.0,0.9929,3.15,0.69,11.4,6.0,0,white,Portugal,
1377,6.9,0.28,0.41,1.7,0.05,10.0,136.0,0.993,3.16,0.71,11.4,6.0,0,white,Portugal,
1378,6.9,0.28,0.3,1.6,0.047,46.0,132.0,0.9918,3.35,0.38,11.1,7.0,0,white,Portugal,
1379,6.9,0.46,0.2,0.9,0.054,5.0,126.0,0.992,3.1,0.42,10.4,6.0,0,white,Portugal,
1380,6.9,0.38,0.32,8.5,0.044,36.0,152.0,0.9932,3.38,0.35,12.0,7.0,0,white,Portugal,
1381,5.7,0.43,0.3,5.7,0.039,24.0,98.0,0.992,3.54,0.61,12.3,7.0,0,white,Portugal,
1382,6.6,0.56,0.16,3.1,0.045,28.0,92.0,0.994,3.12,0.35,9.1,6.0,0,white,Portugal,
1383,7.1,0.36,0.56,1.3,0.046,25.0,102.0,0.9923,3.24,0.33,10.5,6.0,0,white,Portugal,
1384,6.8,0.23,0.4,1.6,0.047,5.0,133.0,0.993,3.23,0.7,11.4,6.0,0,white,Portugal,
1385,6.2,0.33,0.29,1.3,0.042,26.0,138.0,0.9956,3.77,0.64,9.5,5.0,0,white,Portugal,
1386,5.6,0.49,0.13,4.5,0.039,17.0,116.0,0.9907,3.42,0.9,13.7,7.0,0,white,Portugal,
1387,6.6,0.42,0.33,2.8,0.034,15.0,85.0,0.99,3.28,0.51,13.4,6.0,0,white,Portugal,
1388,7.3,0.18,0.29,1.2,0.044,12.0,143.0,0.9918,3.2,0.48,11.3,7.0,0,white,Portugal,
1389,8.1,0.19,0.4,0.9,0.037,73.0,180.0,0.9926,3.06,0.34,10.0,6.0,0,white,Portugal,
1390,5.9,0.19,0.26,7.4,0.034,33.0,123.0,0.995,3.49,0.42,10.1,6.0,0,white,Portugal,
1391,6.2,0.16,0.47,1.4,0.029,23.0,81.0,0.99,3.26,0.42,12.2,6.0,0,white,Portugal,
1392,6.6,0.42,0.33,2.8,0.034,15.0,85.0,0.99,3.28,0.51,13.4,6.0,0,white,Portugal,
1393,5.7,0.135,0.3,4.6,0.042,19.0,101.0,0.9946,3.31,0.42,9.3,6.0,0,white,Portugal,
1394,5.6,0.49,0.13,4.5,0.039,17.0,116.0,0.9907,3.42,0.9,13.7,7.0,0,white,Portugal,
1395,6.9,0.19,0.33,1.6,0.039,27.0,98.0,0.9898,3.09,0.46,12.3,7.0,0,white,Portugal,
1396,7.3,0.18,0.29,1.2,0.044,12.0,143.0,0.9918,3.2,0.48,11.3,7.0,0,white,Portugal,
1397,7.3,0.25,0.36,13.1,0.05,35.0,200.0,0.9986,3.04,0.46,8.9,7.0,0,white,Portugal,
1398,7.3,0.25,0.36,13.1,0.05,35.0,200.0,0.9986,3.04,0.46,8.9,7.0,0,white,Portugal,
1399,7.0,0.2,0.34,5.7,0.035,32.0,83.0,0.9928,3.19,0.46,11.5,6.0,0,white,Portugal,
1400,7.3,0.25,0.36,13.1,0.05,35.0,200.0,0.9986,3.04,0.46,8.9,7.0,0,white,Portugal,
1401,6.3,0.67,0.48,12.6,0.052,57.0,222.0,0.9979,3.17,0.52,9.3,6.0,0,white,Portugal,
1402,7.4,0.4,0.29,5.4,0.044,31.0,122.0,0.994,3.3,0.5,11.1,8.0,0,white,Portugal,
1403,7.1,0.26,0.31,2.2,0.044,29.0,128.0,0.9937,3.34,0.64,10.9,8.0,0,white,Portugal,
1404,9.0,0.31,0.48,6.6,0.043,11.0,73.0,0.9938,2.9,0.38,11.6,5.0,0,white,Portugal,
1405,6.3,0.39,0.24,6.9,0.069,9.0,117.0,0.9942,3.15,0.35,10.2,4.0,0,white,Portugal,
1406,8.2,0.22,0.36,6.8,0.034,12.0,90.0,0.9944,3.01,0.38,10.5,8.0,0,white,Portugal,
1407,7.1,0.19,0.28,3.6,0.033,16.0,78.0,0.993,2.91,0.78,11.4,6.0,0,white,Portugal,
1408,7.3,0.25,0.36,13.1,0.05,35.0,200.0,0.9986,3.04,0.46,8.9,7.0,0,white,Portugal,
1409,7.9,0.2,0.34,1.2,0.04,29.0,118.0,0.9932,3.14,0.41,10.6,6.0,0,white,Portugal,
1410,7.1,0.26,0.32,5.9,0.037,39.0,97.0,0.9934,3.31,0.4,11.6,6.0,0,white,Portugal,
1411,7.0,0.2,0.34,5.7,0.035,32.0,83.0,0.9928,3.19,0.46,11.5,6.0,0,white,Portugal,
1412,6.9,0.3,0.33,4.1,0.035,26.0,155.0,0.9925,3.25,0.79,12.3,8.0,0,white,Portugal,
1413,8.1,0.29,0.49,7.1,0.042,22.0,124.0,0.9944,3.14,0.41,10.8,6.0,0,white,Portugal,
1414,5.8,0.17,0.3,1.4,0.037,55.0,130.0,0.9909,3.29,0.38,11.3,6.0,0,white,Portugal,
1415,5.9,0.415,0.02,0.8,0.038,22.0,63.0,0.9932,3.36,0.36,9.3,5.0,0,white,Portugal,
1416,6.6,0.23,0.26,1.3,0.045,16.0,128.0,0.9934,3.36,0.6,10.0,6.0,0,white,Portugal,
1417,8.6,0.55,0.35,15.55,0.057,35.5,366.5,1.0001,3.04,0.63,11.0,3.0,0,white,Portugal,
1418,6.9,0.35,0.74,1.0,0.044,18.0,132.0,0.992,3.13,0.55,10.2,5.0,0,white,Portugal,
1419,7.6,0.14,0.74,1.6,0.04,27.0,103.0,0.9916,3.07,0.4,10.8,7.0,0,white,Portugal,
1420,9.2,0.28,0.49,11.8,0.042,29.0,137.0,0.998,3.1,0.34,10.1,4.0,0,white,Portugal,
1421,6.2,0.18,0.49,4.5,0.047,17.0,90.0,0.9919,3.27,0.37,11.6,6.0,0,white,Portugal,
1422,5.3,0.165,0.24,1.1,0.051,25.0,105.0,0.9925,3.32,0.47,9.1,5.0,0,white,Portugal,
1423,9.8,0.25,0.74,10.0,0.056,36.0,225.0,0.9977,3.06,0.43,10.0,4.0,0,white,Portugal,
1424,8.1,0.29,0.49,7.1,0.042,22.0,124.0,0.9944,3.14,0.41,10.8,6.0,0,white,Portugal,
1425,6.8,0.22,0.49,0.9,0.052,26.0,128.0,0.991,3.25,0.35,11.4,6.0,0,white,Portugal,
1426,7.2,0.22,0.49,1.0,0.045,34.0,140.0,0.99,3.05,0.34,12.7,6.0,0,white,Portugal,
1427,7.4,0.25,0.49,1.1,0.042,35.0,156.0,0.9917,3.13,0.55,11.3,5.0,0,white,Portugal,
1428,8.2,0.18,0.49,1.1,0.033,28.0,81.0,0.9923,3.0,0.68,10.4,7.0,0,white,Portugal,
1429,6.1,0.22,0.49,1.5,0.051,18.0,87.0,0.9928,3.3,0.46,9.6,5.0,0,white,Portugal,
1430,7.0,0.39,0.24,1.0,0.048,8.0,119.0,0.9923,3.0,0.31,10.1,4.0,0,white,Portugal,
1431,6.1,0.22,0.49,1.5,0.051,18.0,87.0,0.9928,3.3,0.46,9.6,5.0,0,white,Portugal,
1432,6.5,0.36,0.49,2.9,0.03,16.0,94.0,0.9902,3.1,0.49,12.1,7.0,0,white,Portugal,
1433,7.1,0.29,0.49,1.2,0.031,32.0,99.0,0.9893,3.07,0.33,12.2,6.0,0,white,Portugal,
1434,7.4,0.25,0.49,1.1,0.042,35.0,156.0,0.9917,3.13,0.55,11.3,5.0,0,white,Portugal,
1435,6.9,0.23,0.24,14.2,0.053,19.0,94.0,0.9982,3.17,0.5,9.6,5.0,0,white,Portugal,
1436,8.5,0.56,0.74,17.85,0.051,51.0,243.0,1.0005,2.99,0.7,9.2,5.0,0,white,Portugal,
1437,8.2,0.18,0.49,1.1,0.033,28.0,81.0,0.9923,3.0,0.68,10.4,7.0,0,white,Portugal,
1438,6.3,0.23,0.49,7.1,0.05,67.0,210.0,0.9951,3.23,0.34,9.5,5.0,0,white,Portugal,
1439,6.1,0.25,0.49,7.6,0.052,67.0,226.0,0.9956,3.16,0.47,8.9,5.0,0,white,Portugal,
1440,7.2,0.26,0.74,13.6,0.05,56.0,162.0,0.998,3.03,0.44,8.8,5.0,0,white,Portugal,
1441,7.2,0.31,0.24,1.4,0.057,17.0,117.0,0.9928,3.16,0.35,10.5,5.0,0,white,Portugal,
1442,8.0,0.25,0.49,1.2,0.061,27.0,117.0,0.9938,3.08,0.34,9.4,5.0,0,white,Portugal,
1443,7.0,0.18,0.49,5.3,0.04,34.0,125.0,0.9914,3.24,0.4,12.2,6.0,0,white,Portugal,
1444,7.8,0.43,0.49,13.0,0.033,37.0,158.0,0.9955,3.14,0.35,11.3,6.0,0,white,Portugal,
1445,8.3,0.2,0.74,4.45,0.044,33.0,130.0,0.9924,3.25,0.42,12.2,6.0,0,white,Portugal,
1446,6.3,0.27,0.49,1.2,0.063,35.0,92.0,0.9911,3.38,0.42,12.2,6.0,0,white,Portugal,
1447,7.4,0.16,0.49,1.2,0.055,18.0,150.0,0.9917,3.23,0.47,11.2,6.0,0,white,Portugal,
1448,7.4,0.16,0.49,1.2,0.055,18.0,150.0,0.9917,3.23,0.47,11.2,6.0,0,white,Portugal,
1449,6.9,0.19,0.49,6.6,0.036,49.0,172.0,0.9932,3.2,0.27,11.5,6.0,0,white,Portugal,
1450,7.8,0.43,0.49,13.0,0.033,37.0,158.0,0.9955,3.14,0.35,11.3,6.0,0,white,Portugal,
1451,7.2,0.4,0.49,1.1,0.048,11.0,138.0,0.9929,3.01,0.42,9.3,5.0,0,white,Portugal,
1452,7.8,0.43,0.49,13.0,0.033,37.0,158.0,0.9955,3.14,0.35,11.3,6.0,0,white,Portugal,
